era	name	born	died
Romantic/Modern - Late 19th Century	Vasily Sergeyevich Kalinnikov	1866	1901
Romantic/Modern - Late 19th Century	Ferruccio Dante Michelangelo Benvenuto Busoni	1866	1924
Romantic/Modern - Late 19th Century	Erik Alfred-Leslie Satie	1866	1925
Romantic/Modern - Late 19th Century	Charles Wood	1866	1926
Romantic/Modern - Late 19th Century	Francesco Cilèa	1866	1950
Romantic/Modern - Late 19th Century	Jules Mouquet	1867	1946
Romantic/Modern - Late 19th Century	Desire Paque	1867	1939
Romantic/Modern - Late 19th Century	Enrique Granados	1867	1916
Romantic/Modern - Late 19th Century	Amy Marcy Cheney Beach	1867	1944
Romantic/Modern - Late 19th Century	Charles Koechlin	1867	1950
Romantic/Modern - Late 19th Century	Lodewijk Mortelmans	1868	1952
Romantic/Modern - Late 19th Century	Hamish Maccunn	1868	1916
Romantic/Modern - Late 19th Century	Max von Schillings	1868	1933
Romantic/Modern - Late 19th Century	Sir Granville Ransome Bantock	1868	1946
Romantic/Modern - Late 19th Century	Charles Sanford Skilton	1868	1941
Romantic/Modern - Late 19th Century	Henry Franklin Belknap Gilbert	1868	1928
Romantic/Modern - Late 19th Century	Albert Charles Paul Marie Roussel	1869	1937
Romantic/Modern - Late 19th Century	Hans Erich Pfitzner	1869	1949
Romantic/Modern - Late 19th Century	Sigismond Stojowski	1869	1946
Romantic/Modern - Late 19th Century	Siegfried Wagner	1869	1930
Romantic/Modern - Late 19th Century	Guillaume Lekeu	1870	1894
Romantic/Modern - Late 19th Century	Charles Arnould Tournemire	1870	1939
Romantic/Modern - Late 19th Century	Leopold Godowsky	1870	1938
Romantic/Modern - Late 19th Century	Louis Vierne	1870	1937
Romantic/Modern - Late 19th Century	Alfred Hill	1870	1960
Romantic/Modern - Late 19th Century	Vítězslav Novak	1870	1949
Romantic/Modern - Late 19th Century	Wilhelm Stenhammar	1871	1927
Romantic/Modern - Late 19th Century	Alexander von Zemlinsky	1871	1942
Romantic/Modern - Late 19th Century	Henry Kimball Hadley	1871	1937
Romantic/Modern - Late 19th Century	Alexander Nikolaevich Scriabin	1872	1915
Romantic/Modern - Late 19th Century	Hugo Alfvén	1872	1960
Romantic/Modern - Late 19th Century	Deodat de Severac	1872	1921
Romantic/Modern - Late 19th Century	Ralph Vaughan Williams	1872	1958
Romantic/Modern - Late 19th Century	Rudolf Tobias	1873	1918
Romantic/Modern - Late 19th Century	Max Reger	1873	1916
Romantic/Modern - Late 19th Century	Sergei Vasilievitch Rachmaninoff	1873	1943
Romantic/Modern - Late 19th Century	Jean-Jules Aimable Roger-Ducasse	1873	1954
Romantic/Modern - Late 19th Century	Henri Rabaud	1873	1949
Romantic/Modern - Late 19th Century	Daniel Gregory Mason	1873	1953
Romantic/Modern - Late 19th Century	Marie-Alphonse-Nicolas-Joseph Jongen	1873	1953
Romantic/Modern - Late 19th Century	Alexander Nikolsky	1874	1943
Romantic/Modern - Late 19th Century	Josef Suk	1874	1935
Romantic/Modern - Late 19th Century	Reynaldo Hahn	1874	1947
Romantic/Modern - Late 19th Century	Arnold Franz Walter Schoenberg	1874	1951
Romantic/Modern - Late 19th Century	Gustav Theodore Holst	1874	1934
Romantic/Modern - Late 19th Century	Charles Edward Ives	1874	1954
Romantic/Modern - Late 19th Century	Franz Schmidt	1874	1939
Romantic/Modern - Late 19th Century	Reinhold Glière	1875	1956
Romantic/Modern - Late 19th Century	Erkki Gustav Melartin	1875	1937
Romantic/Modern - Late 19th Century	Joseph Maurice Ravel	1875	1937
Romantic/Modern - Late 19th Century	Albert William Ketèlbey	1875	1959
Romantic/Modern - Late 19th Century	Samuel Coleridge-Taylor	1875	1912
Romantic/Modern - Late 19th Century	Mikolajus Konstantinas Ciurlionis	1875	1911
Romantic/Modern - Late 19th Century	William Yeates Hurlstone	1876	1906
Romantic/Modern - Late 19th Century	Ermanno Wolf-Ferrari	1876	1948
Romantic/Modern - Late 19th Century	Havergal Brian	1876	1972
Romantic/Modern - Late 19th Century	John Alden Carpenter	1876	1951
Romantic/Modern - Late 19th Century	Flor Alpaerts	1876	1954
Romantic/Modern - Late 19th Century	Manuel de Falla	1876	1946
Romantic/Modern - Late 19th Century	Mieczysław Karlowicz	1876	1909
Romantic/Modern - Late 19th Century	Pavel Chesnokov	1877	1944
Romantic/Modern - Late 19th Century	Thomas Frederick Dunhill	1877	1946
Romantic/Modern - Late 19th Century	Sergei Bortkiewicz	1877	1952
Romantic/Modern - Late 19th Century	Arthur Farwell	1877	1952
Romantic/Modern - Late 19th Century	Blair Fairchild	1877	1933
Romantic/Modern - Late 19th Century	Ernst von Dohnanyi	1877	1960
Romantic/Modern - Late 19th Century	Armand Marsick	1877	1959
Romantic/Modern - Late 19th Century	Roger Cuthbert Quilter	1877	1953
Romantic/Modern - Late 19th Century	Henry Balfour Gardiner	1877	1950
Romantic/Modern - Late 19th Century	Rutland Boughton	1878	1960
Romantic/Modern - Late 19th Century	Franz Schreker	1878	1934
Romantic/Modern - Late 19th Century	Josef Holbrooke	1878	1958
Romantic/Modern - Late 19th Century	M. Tournier	1879	1951
Romantic/Modern - Late 19th Century	Otakar Ostrcil	1879	1935
Romantic/Modern - Late 19th Century	Frank Bridge	1879	1941
Romantic/Modern - Late 19th Century	Philippe Gaubert	1879	1941
Romantic/Modern - Late 19th Century	Ottorino Respighi	1879	1936
Romantic/Modern - Late 19th Century	John Ireland	1879	1962
Romantic/Modern - Late 19th Century	Cyril Meir Scott	1879	1970
Romantic/Modern - Late 19th Century	Sir Herbert Hamilton Harty	1879	1941
Romantic/Modern - Late 19th Century	Nicolai Karlovich Medtner	1880	1951
Romantic/Modern - Late 19th Century	Ernest Bloch	1880	1959
Romantic/Modern - Late 19th Century	Paul Le Flem	1881	1984
Romantic/Modern - Late 19th Century	Béla Bartók	1881	1945
Romantic/Modern - Late 19th Century	Nicolai Yakovlevich Miaskovsky	1881	1950
Romantic/Modern - Late 19th Century	George Enescu	1881	1955
Romantic/Modern - Late 19th Century	Charles Wakefield Cadman	1881	1946
Romantic/Modern - Late 19th Century	Ignaz Friedman	1882	1948
Romantic/Modern - Late 19th Century	Gian Francesco Malipiero	1882	1973
Romantic/Modern - Late 19th Century	Haydn Wood	1882	1959
Romantic/Modern - Late 19th Century	Artur Schnabel	1882	1951
Romantic/Modern - Late 19th Century	Igor Stravinsky	1882	1971
Romantic/Modern - Late 19th Century	Percy Aldridge Grainger	1882	1961
Romantic/Modern - Late 19th Century	Karol Szymanowski	1882	1937
Romantic/Modern - Late 19th Century	Manuel Maria Ponce	1882	1948
Romantic/Modern - Late 19th Century	Joaquín Turina	1882	1949
Romantic/Modern - Late 19th Century	Zóltan Kodály	1882	1967
Romantic/Modern - Late 19th Century	Sir George Dyson	1883	1964
Romantic/Modern - Late 19th Century	Sir Arnold Edward Trevor Bax	1883	1953
Romantic/Modern - Late 19th Century	Anton Friedrich Wilhelm von Webern	1883	1945
Romantic/Modern - Late 19th Century	Arthur Meulemans	1884	1966
Romantic/Modern - Late 19th Century	Charles Tomlinson Griffes	1884	1920
Romantic/Modern - Late 19th Century	Artur Lemba	1885	1963
Romantic/Modern - Late 19th Century	Alban Berg	1885	1935
Romantic/Modern - Late 19th Century	George Sainton Kaye Butterworth	1885	1916
Romantic/Modern - Late 19th Century	Joseph Deems Taylor	1885	1966
Romantic/Modern - Late 19th Century	Wilhelm Furtwängler	1886	1954
Romantic/Modern - Late 19th Century	Michel Brusselmans	1886	1960
Romantic/Modern - Late 19th Century	Jef Van Hoof	1886	1959
Romantic/Modern - Late 19th Century	Eric Coates	1886	1957
Romantic/Modern - Late 19th Century	Rebecca Clarke	1886	1979
Romantic/Modern - Late 19th Century	Kurt Schwitters	1887	1948
Romantic/Modern - Late 19th Century	Oskar Lindberg	1887	1955
Romantic/Modern - Late 19th Century	Leevi Madetoya	1887	1947
Romantic/Modern - Late 19th Century	Heitor Villa-Lôbos	1887	1959
Romantic/Modern - Late 19th Century	Heino Eller	1887	1970
Romantic/Modern - Late 19th Century	Kurt Atterberg	1887	1974
Romantic/Modern - Late 19th Century	Alexei Vladimirovich Stanchinsky	1888	1914
Romantic/Modern - Late 19th Century	Grigoras Dinicu	1889	1949
Romantic/Modern - Late 19th Century	Cecil Armstrong Gibbs	1889	1960
Romantic/Modern - Late 19th Century	Jacques Ibert	1890	1962
Romantic/Modern - Late 19th Century	Bohuslav Martinů	1890	1959
Romantic/Modern - Late 19th Century	Maurice Schoemaker	1890	1964
Romantic/Modern - Late 19th Century	Federico Moreno Torroba	1891	1982
Romantic/Modern - Late 19th Century	Sergei Sergeyevich Prokofieff	1891	1953
Romantic/Modern - Late 19th Century	Marinus de Jong	1891	1984
Romantic/Modern - Late 19th Century	Sir Arthur Edward Drummond Bliss	1891	1975
Romantic/Modern - Late 19th Century	Yrjo Kilpinen	1892	1959
Romantic/Modern - Late 19th Century	Arthur Oscar Honegger	1892	1955
Romantic/Modern - Late 19th Century	Ferde Ferdinand Rudolph von Grofe	1892	1972
Romantic/Modern - Late 19th Century	Germaine Tailleferre	1892	1983
Romantic/Modern - Late 19th Century	Laszlo Lajtha	1892	1963
Romantic/Modern - Late 19th Century	Kaikhosru Shapurji Sorabji	1892	1988
Romantic/Modern - Late 19th Century	Darius Milhaud	1892	1974
Romantic/Modern - Late 19th Century	Herbert Howells	1892	1983
Romantic/Modern - Late 19th Century	Martian Negrea	1893	1973
Romantic/Modern - Late 19th Century	Andres Segovia	1893	1987
Romantic/Modern - Late 19th Century	Sir Eugene Goossens	1893	1962
Romantic/Modern - Late 19th Century	Rued Immanuel Langgaard	1893	1952
Romantic/Modern - Late 19th Century	Juliette Marie Olga Lili Boulanger	1893	1918
Romantic/Modern - Late 19th Century	Jean Absil	1893	1974
Romantic/Modern - Late 19th Century	Walter Hamor Piston	1894	1976
Romantic/Modern - Late 19th Century	Ervín Schulhoff	1894	1942
Romantic/Modern - Late 19th Century	Robert Russell Bennett	1894	1981
Romantic/Modern - Late 19th Century	Peter Warlock	1894	1930
Romantic/Modern - Late 19th Century	Ernest John Moeran	1894	1950
Romantic/Modern - Late 19th Century	Mario Castelnuovo-Tedesco	1895	1968
Romantic/Modern - Late 19th Century	William Grant Still	1895	1978
Romantic/Modern - Late 19th Century	Gordon Jacob	1895	1984
Romantic/Modern - Late 19th Century	Walter Gieseking	1895	1956
Romantic/Modern - Late 19th Century	Paul Hindemith	1895	1963
Romantic/Modern - Late 19th Century	Howard Hanson	1896	1981
Romantic/Modern - Late 19th Century	Virgil Thomson	1897	1989
Romantic/Modern - Late 19th Century	Quincy Porter	1897	1966
Romantic/Modern - Late 19th Century	Erich Wolfgang Korngold	1897	1957
Romantic/Modern - Late 19th Century	Alexandre Tansman	1897	1986
Romantic/Modern - Late 19th Century	Roy Harris	1898	1979
Romantic/Modern - Late 19th Century	Hanns Eisler	1898	1962
Romantic/Modern - Late 19th Century	George Gershwin	1898	1937
Romantic/Modern - Late 19th Century	Francis Poulenc	1899	1963
Romantic/Modern - Late 19th Century	Alexander Tcherepnin	1899	1977
Romantic/Modern - Late 19th Century	Randall Thompson	1899	1984
Romantic/Modern - Late 19th Century	Edward Kennedy Ellington	1899	1974
Romantic/Modern - Late 19th Century	Carlos Chavez	1899	1978
Romantic/Modern - Late 19th Century	William Levi Dawson	1899	1990
Romantic/Modern - Late 19th Century	Silvestre Revueltas	1899	1940
20th Century	Michael Dewar Head	1900	1976
20th Century	Kurt Weill	1900	1950
20th Century	Aaron Copland	1900	1990
20th Century	Hans Erich Apostel	1901	1972
20th Century	Marcel Poot	1901	1988
20th Century	Edmund Rubbra	1901	1986
20th Century	Gerald Finzi	1901	1956
20th Century	Joaquín Rodrigo	1901	
20th Century	Maurice Durufle	1902	1986
20th Century	Sir William Turner Walton	1902	1983
20th Century	William Joseph	1902	1959
20th Century	Richard Rodgers	1902	1979
20th Century	Sir Lennox Berkeley	1903	1989
20th Century	Aram Il'yich Khachaturian	1903	1978
20th Century	Vittorio Giannini	1903	1966
20th Century	John Antill	1904	1986
20th Century	Richard Addinsell	1904	1977
20th Century	Dmitri Borisovich Kabalevsky	1904	1987
20th Century	Nathan Milstein	1904	1992
20th Century	Sir Michael Kemp Tippett	1905	
20th Century	Ernesto Halffter	1905	1989
20th Century	Eugene Bozza	1905	1991
20th Century	Alan Rawsthorne	1905	1971
20th Century	Matyas Seiber	1905	1960
20th Century	Eduard Tubin	1905	1982
20th Century	Daniel Sternefeld	1905	1986
20th Century	Dag Ivar Wiren	1905	1986
20th Century	William Alwyn	1905	1985
20th Century	Benjamin Frankel	1906	1973
20th Century	Dmitri Shostakovich	1906	1975
20th Century	Paul Creston	1906	1985
20th Century	Mozart Camargo Guarnieri	1907	1993
20th Century	Elizabeth Maconchy	1907	
20th Century	Miklós Rózsa	1907	
20th Century	Oedoen Partos	1907	1977
20th Century	Frank Perkins	1908	
20th Century	Hugo Distler	1908	1942
20th Century	Howard Ferguson	1908	
20th Century	Olivier Messiaen	1908	1992
20th Century	Paul Constantinescu	1909	1963
20th Century	Vagn Holmboe	1909	
20th Century	Julius Chajes	1910	1985
20th Century	Samuel Barber	1910	1981
20th Century	H. Owen Reed	1910	
20th Century	Ronald Binge	1910	1979
20th Century	William Howard Schuman	1910	1992
20th Century	Werner Wolf Glaser	1910	
20th Century	Emanuel Elenescu	1911	
20th Century	Jehan Alain	1911	1940
20th Century	Alan Hovhaness	1911	2000
20th Century	Bernard Herrmann	1911	1975
20th Century	Gian Carlo Menotti	1911	
20th Century	Gustav Allan Pettersson	1911	1980
20th Century	Carlos Guastavino	1912	
20th Century	Jean Françaix	1912	
20th Century	Norman Dello Joio	1913	
20th Century	Witold Lutoslavski	1913	1994
20th Century	George Lloyd	1913	
20th Century	Lord Benjamin Britten	1913	1976
20th Century	Morton Gould	1913	
20th Century	William Southcombe Lloyd Webber	1914	1982
20th Century	Harold Truscott	1914	1992
20th Century	Carlos Surinach	1915	
20th Century	David Diamond	1915	
20th Century	Douglas Lilburn	1915	
20th Century	Henri Dutilleux	1916	
20th Century	Bernard Stevens	1916	1983
20th Century	Alberto Ginastera	1916	1983
20th Century	Robert Joseph Farnon	1917	
20th Century	Bernd Alois Zimmermann	1918	1970
20th Century	George Rochberg	1918	
20th Century	Leonard Bernstein	1918	1990
20th Century	Vaclav Nelhybel	1919	
20th Century	Mieczysław Weinberg	1919	1996
20th Century	Mircea Basarab	1921	
20th Century	Robert Simpson	1921	
20th Century	Roger Nixon	1921	
20th Century	Malcolm Arnold	1921	
20th Century	Pierre Petit	1922	
20th Century	Kaljo Raid	1922	
20th Century	James Clifton Williams	1923	1976
20th Century	Peter Mennin	1923	1983
20th Century	Günter Braun	1924	
20th Century	Ida Presti	1924	1967
20th Century	Ernest Tomlinson	1924	
20th Century	Peter Lamb	1925	
20th Century	Kirke Mechem	1925	
20th Century	Julian Orbon	1925	
20th Century	Ivan Jirko	1926	1978
20th Century	Michael Gielen	1927	
20th Century	Robert Muczynski	1929	
20th Century	Roger Matton	1929	
20th Century	Kenneth Leighton	1929	1988
20th Century	Ron Nelson	1929	
20th Century	Veljo Tormis	1930	
20th Century	Rodion Konstantinovich Shchedrin	1932	
20th Century	Henryk Mikolaj Gorecki	1933	
20th Century	John McLeod	1934	
20th Century	William Mathias	1934	1992
20th Century	Alfred Schnittke	1934	
20th Century	Arvo Part	1935	
20th Century	Nicholas Maw	1935	
20th Century	Milan Kymlicka	1936	
20th Century	Richard Rodney Bennett	1936	
20th Century	Marlos Nobre	1939	
20th Century	Joanna Bruzdowicz	1943	
20th Century	Robin Holloway	1943	
20th Century	John Tavener	1944	
20th Century	John Rutter	1945	
20th Century	Emil Tabakov	1947	
20th Century	Andrew Lloyd Webber	1948	
20th Century	Pierre Gallant	1951	
20th Century	Reinhard Febel	1952	
20th Century	Robert Saxton	1953	
